Item Date,Submitter,Item,Item URL,Submitter URL,Main Page URL,S3 URL
2023-12-30T21:31:46.000Z,P0366-02 -- Alert Packaging Limited,Alert Packaging c1 Action Schedule of Works.pdf,https://leap.epa.ie/docs/a5963824-4970-40c3-b6e2-6885a72aa501.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0366-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/a5963824-4970-40c3-b6e2-6885a72aa501.pdf
2023-12-30T21:32:44.000Z,P0126-03 -- Allergan Pharmaceuticals Ireland Unlimited Company,Response_SV27097.pdf,https://leap.epa.ie/docs/91295767-40b2-4440-8f4f-0ff4f99e9c3d.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0126-03.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/91295767-40b2-4440-8f4f-0ff4f99e9c3d.pdf
2023-12-30T21:31:32.000Z,P0007-03 -- Astellas Ireland Company Limited,SV27118 - Licensee Report.pdf,https://leap.epa.ie/docs/561464be-f049-4dd8-b017-3621ed044c0d.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0007-03.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/561464be-f049-4dd8-b017-3621ed044c0d.pdf
2023-12-30T21:31:48.000Z,W0198-01 -- Bord na Mona Public Limited Company,Weather Data Oak Park.xlsx,https://leap.epa.ie/docs/02936dd2-9153-4cc4-94be-c5a820f51437.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0198-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=B*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/02936dd2-9153-4cc4-94be-c5a820f51437.pdf
2023-12-30T21:31:50.000Z,W0198-01 -- Bord na Mona Public Limited Company,Snapshot-INCI026668.pdf,https://leap.epa.ie/docs/f7b01156-76f2-4c4f-b7ef-b7d665424dfd.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0198-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=B*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/f7b01156-76f2-4c4f-b7ef-b7d665424dfd.pdf
2023-12-30T21:31:33.000Z,W0198-01 -- Bord na Mona Public Limited Company,4. Q4 Dust Report 2023.pdf,https://leap.epa.ie/docs/ef7075fc-98e7-4250-9657-2402054894d2.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0198-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=B*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/ef7075fc-98e7-4250-9657-2402054894d2.pdf
2023-12-30T21:32:47.000Z,W0104-04 -- Bord Na M�na Recycling Limited,Site Monitoring Visit Follow Up.pdf,https://leap.epa.ie/docs/858cdb7c-f1b4-4a00-a822-d820ab898764.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0104-04.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=B*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/858cdb7c-f1b4-4a00-a822-d820ab898764.pdf
2023-12-30T21:31:48.000Z,P0443-02 -- Bulmers Limited,SV27140 - Licensee Report.pdf,https://leap.epa.ie/docs/62557048-90ba-4ec8-904e-3e305d81b729.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0443-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=B*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/62557048-90ba-4ec8-904e-3e305d81b729.pdf
2023-12-30T21:32:01.000Z,P0690-03 -- Decotek Automotive Limited,Snapshot-INCI026671.pdf,https://leap.epa.ie/docs/ddb81fdf-fd63-4167-9439-8e65bbd2a0ff.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0690-03.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=D*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/ddb81fdf-fd63-4167-9439-8e65bbd2a0ff.pdf
2023-12-30T21:31:57.000Z,P0577-04 -- Electricity Supply Board,Snapshot-INCI026670.pdf,https://leap.epa.ie/docs/120f1f26-733d-4f9f-836e-28508519acb4.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0577-04.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=E*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/120f1f26-733d-4f9f-836e-28508519acb4.pdf
2023-12-30T21:31:59.000Z,P0577-04 -- Electricity Supply Board,Eirgrid R223-4 Outage Refusal 13-12-23.pdf,https://leap.epa.ie/docs/c59b1bd0-09d1-41c3-9961-73c2fd26bc96.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0577-04.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=E*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/c59b1bd0-09d1-41c3-9961-73c2fd26bc96.pdf
2023-12-30T21:31:53.000Z,P0117-02 -- Ipsen Manufacturing Ireland Limited,SV27212 - Licensee Report.pdf,https://leap.epa.ie/docs/b4693181-4331-433d-8d53-c162142ee6c3.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0117-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=I*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/b4693181-4331-433d-8d53-c162142ee6c3.pdf
