licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,document_url,profilenumber,licenceprofileid
Galway - D0050,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-05-30T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=156ba4fb-851e-ef11-a367-0050568a2d1a,D0050,fece6fef-135e-4a4b-a091-9d2b9a346fcc
Arklow and Environs - D0006,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-05-30T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=15710652-851e-ef11-a367-0050568a2d1a,D0006,dde7fe58-2d05-4838-b15f-3606493f091d
Cobh - D0054,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-06-05T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1575fdb9-2423-ef11-a367-0050568a2d1a,D0054,014215b1-5978-4a84-a053-a51f5a6967b3
Louth Village - D0263,Annual Environmental Report,AER 2021,2025-04-22T00:00:00,Closed,2022-04-26T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1578a4e9-63c5-ec11-a341-0050568a2d1a,D0263,95d7b28d-089e-4a58-966e-19f4b79f375a
Ballinamore - D0281,Annual Environmental Report,AER 2019,2025-04-22T00:00:00,Closed,2020-04-17T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=157fc6e3-9580-ea11-a325-0050568a2d1a,D0281,22473602-537d-45cf-b696-2746420e31ac
Killybegs - D0011,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-10-23T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1594dc0e-4391-ef11-a36b-0050568a2d1a,D0011,c12ed7ce-93d0-478b-adc4-a7a903c2a661
Ballynacarrigy - D0482,Annual Environmental Report,AER 2020,2025-04-22T00:00:00,Closed,2021-03-24T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=159f8b4a-9f8c-eb11-a333-0050568a2d1a,D0482,35d5fd54-fa5c-4e32-9ce4-3ae56b7334d7
Eli Lilly Kinsale Limited - P0009,Requests for Approval and Site Reports,Q4 2024 RTO Emissions Abatement System By-pass Report,2025-04-22T00:00:00,Closed,2025-03-12T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=15b0a8a1-20ff-ef11-a373-0050568a2d1a,P0009,9749c6a2-a309-4de2-af1c-37bb5381d391
Killucan - D0100,Annual Environmental Report,AER 2020,2025-04-22T00:00:00,Closed,2021-04-07T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=15e38129-9397-eb11-a333-0050568a2d1a,D0100,a30a10d3-fd4f-4f6f-961f-22b71b476a08
Thurles - D0026,Annual Environmental Report,AER 2021,2025-04-22T00:00:00,Closed,2022-04-27T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1635551a-07c6-ec11-a341-0050568a2d1a,D0026,8458d601-0baf-4509-b5a1-63d8dea85167
Scotstown - D0494,Annual Environmental Report,AER 2021,2025-04-22T00:00:00,Closed,2022-04-26T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=16648f91-74c5-ec11-a341-0050568a2d1a,D0494,de43af77-aaf6-47ac-a718-dfb19317efc1
Mitchelstown - D0202,Annual Environmental Report,AER 2019,2025-04-22T00:00:00,Closed,2020-06-29T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=166b6d48-fbb9-ea11-a328-0050568a2d1a,D0202,0dc88a3f-c8a2-4650-9ce7-d9b8107ff2cd
Paulstown - D0339,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-05-29T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=168f0de6-b71d-ef11-a367-0050568a2d1a,D0339,553e2da4-d935-4cd7-be84-0abc5a11b851
Dromiskin - D0264,Annual Environmental Report,AER 2020,2025-04-22T00:00:00,Closed,2021-07-27T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=16a607b8-c7ee-eb11-a337-0050568a2d1a,D0264,b1c7797c-26ae-4325-8169-78e4c45b69cb
Kildare Town - D0178,Annual Environmental Report,AER 2021,2025-04-22T00:00:00,Closed,2022-08-31T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=16cdc72c-0829-ed11-a348-0050568a2d1a,D0178,36145229-aed8-427d-b170-6cc38df9a8d4
Charlestown - D0214,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-06-17T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=16d94996-942c-ef11-a368-0050568a2d1a,D0214,7e7cf983-e6b8-4581-a2ec-1acf50edbddc
Watergrasshill - D0201,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-05-28T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=16ecc9e3-fc1c-ef11-a367-0050568a2d1a,D0201,98e6d5a0-3aba-44bf-8adc-ce6ef203151c
Youghal - D0139,Annual Environmental Report,D0139-01_2018_AER,2025-04-22T00:00:00,Closed,2019-08-23T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=16f9a7b6-bcc5-e911-a31b-0050568a2d1a,D0139,1cf26234-bfa3-4bb8-95fa-216debe42e60
Thomastown - D0151,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-05-28T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1707257e-fe1c-ef11-a367-0050568a2d1a,D0151,1fa82d76-6a4d-4318-8037-6c63b68fecfd
St Johnston - D0538,Annual Environmental Report,AER 2020,2025-04-22T00:00:00,Closed,2021-07-13T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=174c1e25-b8e3-eb11-a336-0050568a2d1a,D0538,172197d7-f841-44ff-9b3f-3180b0481618
Manorhamilton - D0150,Annual Environmental Report,AER 2022,2025-04-22T00:00:00,Closed,2023-05-22T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=175ad1d5-90f8-ed11-a34f-0050568a2d1a,D0150,a2bdec59-8192-44e3-a72b-57c868a2f5cb
Castleisland - D0180,Annual Environmental Report,AER 2020,2025-04-22T00:00:00,Closed,2021-05-25T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1768aaa2-37bd-eb11-a335-0050568a2d1a,D0180,cf1de713-f6c9-4f46-875a-199cc6ec5fb1
Rhode - D0227,Annual Environmental Report,AER 2021,2025-04-22T00:00:00,Closed,2022-08-02T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=17852c7b-4112-ed11-a346-0050568a2d1a,D0227,a6b2946c-389c-4bf4-aed5-399db7066504
Miltown Malbay - D0321,Annual Environmental Report,AER 2020,2025-04-22T00:00:00,Closed,2021-05-13T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=17e137b9-03b4-eb11-a334-0050568a2d1a,D0321,a6b3bdd8-289a-4c06-a0c7-ccc1bc0630b5
Ballina - D0016,Annual Environmental Report,AER 2022,2025-04-22T00:00:00,Closed,2023-03-29T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=18216d3d-25ce-ed11-a34e-0050568a2d1a,D0016,dcf76db5-5398-4f8c-b8fe-9d9f4acf5f83
Newcastle - D0410,Annual Environmental Report,AER 2021,2025-04-22T00:00:00,Closed,2022-04-26T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1839359b-64c5-ec11-a341-0050568a2d1a,D0410,f1c8a387-feb8-4f34-9349-a336195b4118
Bunclody - D0163,Annual Environmental Report,AER 2022 ,2025-04-22T00:00:00,Closed,2023-04-14T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1846e96a-c8da-ed11-a34e-0050568a2d1a,D0163,77796bea-35cc-4d3a-9e2f-38bc7e2a041b
Fenit - D0284,Annual Environmental Report,AER 2021,2025-04-22T00:00:00,Closed,2022-05-06T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1863bce3-41cd-ec11-a342-0050568a2d1a,D0284,0b0d8ce2-9b57-449c-a63d-ed09506e36ff
Ballybay and Environs - D0207,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-05-24T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=187d98f4-c619-ef11-a367-0050568a2d1a,D0207,b7d3f775-3020-4d77-9e96-c0715725137a
Dunfanaghy-Portnablagh - D0211,Annual Environmental Report,AER 2019,2025-04-22T00:00:00,Closed,2020-05-20T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1895e301-a99a-ea11-a326-0050568a2d1a,D0211,68416564-e81f-4e93-b697-af9af1679aad
Castlebellingham - D0269,Annual Environmental Report,AER 2019,2025-04-22T00:00:00,Closed,2020-06-22T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=189c0bc9-6ab4-ea11-a328-0050568a2d1a,D0269,6419d180-2b1a-43f5-b240-1be8876cc2d5
Templemore - D0190,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-05-28T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=189d28ac-fe1c-ef11-a367-0050568a2d1a,D0190,903d6a51-0d0b-45cf-9785-fff94d5eb977
Falcarragh - D0343,Annual Environmental Report,AER 2020,2025-04-22T00:00:00,Closed,2021-05-20T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=18b11179-45b9-eb11-a335-0050568a2d1a,D0343,56ee6083-6210-4d82-8e4e-c87a13c8fb20
Newcastle - D0410,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-05-28T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=18b2e1a9-e11c-ef11-a367-0050568a2d1a,D0410,f1c8a387-feb8-4f34-9349-a336195b4118
Glenville - D0515,Annual Environmental Report,AER 2019,2025-04-22T00:00:00,Closed,2020-05-21T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=18bbdf12-429b-ea11-a326-0050568a2d1a,D0515,6a3f33ee-5b89-4266-8ea4-5ab24cc9f1b9
Cappawhite - D0440,Annual Environmental Report,AER 2019,2025-04-22T00:00:00,Closed,2020-05-25T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=18ccebb8-709e-ea11-a326-0050568a2d1a,D0440,fa7f7f66-639e-48c1-8fda-8c2484cdeb0e
Clogh - Moneenroe - D0340,Annual Environmental Report,AER 2022 ,2025-04-22T00:00:00,Closed,2023-04-14T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=18daa1c0-c8da-ed11-a34e-0050568a2d1a,D0340,bc47284c-5257-4810-8dc7-17fc7fed369b
Wexford town - D0030,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-05-30T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=190e2572-841e-ef11-a367-0050568a2d1a,D0030,294174b1-e638-43df-a155-8174cd8845b2
Tramore Waste Disposal Site - W0075,Monitoring Returns,Q1 2025 leachate monitoring ,2025-04-22T00:00:00,Closed,2025-04-01T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=19118672-d70e-f011-a373-0050568a2d1a,W0075,40137712-e0e3-47b6-96c4-02f3a277169a
Castlecomer - D0149,Annual Environmental Report,AER 2020,2025-04-22T00:00:00,Closed,2021-05-13T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=19157859-e3b3-eb11-a334-0050568a2d1a,D0149,61996e2b-59d4-406a-a5d0-5e53d9938308
Ballybunion - D0183,Annual Environmental Report,AER 2022 ,2025-04-22T00:00:00,Closed,2023-05-30T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=193a5320-fcfe-ed11-a350-0050568a2d1a,D0183,cc05510e-21c5-4712-8854-23a0a8404450
Ardmore - D0162,Annual Environmental Report,AER 2022 ,2025-04-22T00:00:00,Closed,2023-06-16T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=198a1a3b-5b0c-ee11-a350-0050568a2d1a,D0162,67917695-9b7c-4939-a8d0-c714933c180b
Kilcormac - D0225,Annual Environmental Report,AER 2021,2025-04-22T00:00:00,Closed,2022-04-08T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=198a6f49-17b7-ec11-a341-0050568a2d1a,D0225,5551e66c-0548-4f31-b752-28aec4c56ba3
Mullagh Waste Water Treatment Works - D0252,Annual Environmental Report,AER 2022,2025-04-22T00:00:00,Closed,2023-05-24T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=19a35cea-16fa-ed11-a350-0050568a2d1a,D0252,ea0ccc9e-2a42-4183-b8cc-9c0392bb4b9b
Bridgetown and Environs - D0231,Annual Environmental Report,AER 2019,2025-04-22T00:00:00,Closed,2020-05-26T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=19bb424f-599f-ea11-a326-0050568a2d1a,D0231,53330a91-4a32-45fc-b34b-f64f3cc80417
Goresbridge - D0529,Annual Environmental Report,AER 2021,2025-04-22T00:00:00,Closed,2022-04-20T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=19c82cc0-8ec0-ec11-a341-0050568a2d1a,D0529,4e6385db-23b7-4753-b931-af69ca0ee0e5
Enniscorthy - D0029,Annual Environmental Report,AER 2018,2025-04-22T00:00:00,Closed,2019-07-08T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=19cefedb-5da1-e911-a319-0050568a2d1a,D0029,78d6ce97-ca36-4c12-8170-c1a491b0fd57
Ballycanew and Environs - D0402,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-05-28T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=19e912ec-fd1c-ef11-a367-0050568a2d1a,D0402,866f63a6-8e7d-4236-90c4-364cf7285c8f
Youghal - D0139,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-06-05T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=19f7305d-4123-ef11-a367-0050568a2d1a,D0139,1cf26234-bfa3-4bb8-95fa-216debe42e60
Bailieborough - D0085,Annual Environmental Report,AER 2019,2025-04-22T00:00:00,Closed,2020-06-16T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1a0fb7e8-e1af-ea11-a328-0050568a2d1a,D0085,5a1d2208-88a9-4c37-9aa4-1e302f7f7df4
Collooney - D0093,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-06-05T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1a16f30c-3323-ef11-a367-0050568a2d1a,D0093,0f388166-99ae-4319-9a15-cc5de837def1
Abbeydorney - D0417,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-08-01T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1a2780dc-1350-ef11-a368-0050568a2d1a,D0417,cc495caf-3312-456f-a286-8fdc88283193
Ennistymon - D0081,Annual Environmental Report,AER 2018,2025-04-22T00:00:00,Closed,2019-04-30T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1a32ea3d-576b-e911-a317-0050568a2d1a,D0081,9a63a9e2-d64e-43e7-ab5a-b72431992567
Fenit - D0284,Annual Environmental Report,AER 2022,2025-04-22T00:00:00,Closed,2023-08-23T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1a3c1136-8f41-ee11-a351-0050568a2d1a,D0284,0b0d8ce2-9b57-449c-a63d-ed09506e36ff
Tullow Wastewater Treatment Plant - D0091,Annual Environmental Report,AER 2022 ,2025-04-22T00:00:00,Closed,2023-05-31T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1a5c33e8-a7ff-ed11-a350-0050568a2d1a,D0091,c42bf6c8-9101-48a3-8f9c-62cdbfd157a5
Palatine Wastewater Treatment Plant - D0391,Annual Environmental Report,AER 2021,2025-04-22T00:00:00,Closed,2022-04-29T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1a5cf10b-a8c7-ec11-a341-0050568a2d1a,D0391,4b0c516c-90ca-4737-a985-7585b3b7250f
Buncrana - D0125,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-10-11T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1a5dffbc-c387-ef11-a36b-0050568a2d1a,D0125,7355d03c-0663-4366-a779-811726a9428e
Tullyallen Sewerage Scheme - D0266,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-05-27T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1a6b3d17-401c-ef11-a367-0050568a2d1a,D0266,95febb8e-41f0-4338-a9e9-a7a0223f8264
Midleton - D0056,Annual Environmental Report,AER 2020,2025-04-22T00:00:00,Closed,2021-07-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1acba488-c8e0-eb11-a336-0050568a2d1a,D0056,b2c067ea-de2f-4275-8982-feb0724a0a82
Mountcharles - D0522,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-10-25T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1adf9871-b492-ef11-a36b-0050568a2d1a,D0522,b123670c-30c4-4d33-a3fc-cdc17455e33c
Hodson Bay and Environs - D0377,Annual Environmental Report,AER 2019,2025-04-22T00:00:00,Closed,2020-06-17T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1ae42959-9db0-ea11-a328-0050568a2d1a,D0377,d842873b-9ab4-4b2c-8417-0b25ff5b1b10
Clara - D0142,Annual Environmental Report,AER 2020,2025-04-22T00:00:00,Closed,2021-03-16T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1ae53240-5586-eb11-a333-0050568a2d1a,D0142,fee6229e-39e8-453b-b08f-c3fc9b56d377
Creeslough - D0534,Annual Environmental Report,AER 2019,2025-04-22T00:00:00,Closed,2020-05-21T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1ae67cec-569b-ea11-a326-0050568a2d1a,D0534,d6dd543f-9b7f-4ab8-87b1-ff28ef26a7d9
Kells - D0127,Annual Environmental Report,AER 2021,2025-04-22T00:00:00,Closed,2022-06-16T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1ae88546-51ed-ec11-a344-0050568a2d1a,D0127,63ffe3ec-a34d-4ff2-9db9-4b3fe294c79c
Charlestown - D0214,Annual Environmental Report,AER 2021,2025-04-22T00:00:00,Closed,2022-06-09T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1b5f0382-fce7-ec11-a344-0050568a2d1a,D0214,7e7cf983-e6b8-4581-a2ec-1acf50edbddc
Castletownroche and Environs - D0293,Annual Environmental Report,AER 2019,2025-04-22T00:00:00,Closed,2020-06-26T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1b7c7d3a-8db7-ea11-a328-0050568a2d1a,D0293,ec07aaa9-9c1d-493b-86b4-35ff8883c2ca
Bridgend - D0532,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-10-24T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1b915aec-0992-ef11-a36b-0050568a2d1a,D0532,66aaed1c-6575-4e30-891e-387b517844b3
Collooney - D0093,Annual Environmental Report,AER 2019,2025-04-22T00:00:00,Closed,2020-06-29T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1b992b5f-fcb9-ea11-a328-0050568a2d1a,D0093,0f388166-99ae-4319-9a15-cc5de837def1
Twomileborris - D0474,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-05-28T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1bc31475-fd1c-ef11-a367-0050568a2d1a,D0474,d518d012-d72b-46a2-b9eb-784e49b3772b
Ballivor - D0254,Annual Environmental Report,AER 2022 ,2025-04-22T00:00:00,Closed,2023-03-08T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1bc5b7f2-c6bd-ed11-a34d-0050568a2d1a,D0254,75a22dc5-bf20-4978-8e42-3e5521011a1f
Askeaton - D0315,Annual Environmental Report,AER 2020,2025-04-22T00:00:00,Closed,2021-05-25T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1c1396a3-38bd-eb11-a335-0050568a2d1a,D0315,8157da6f-69b0-4282-bcef-83b2986a5ab8
Enfield - D0131,Annual Environmental Report,AER 2021,2025-04-22T00:00:00,Closed,2022-03-01T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1c1b2c34-5399-ec11-a340-0050568a2d1a,D0131,22bb3bf5-c00e-46d3-810e-2562b53d9164
Castlefinn - D0514,Annual Environmental Report,AER 2021,2025-04-22T00:00:00,Closed,2022-07-15T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1c22bc7e-4f04-ed11-a345-0050568a2d1a,D0514,fe2ab571-ebf5-4a51-a637-0b245c093c8f
Rhode - D0227,Annual Environmental Report,AER 2020,2025-04-22T00:00:00,Closed,2021-03-22T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1c4fc7b7-0f8b-eb11-a333-0050568a2d1a,D0227,a6b2946c-389c-4bf4-aed5-399db7066504
Summerhill - D0259,Annual Environmental Report,AER 2019,2025-04-22T00:00:00,Closed,2020-04-08T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1c7ebe00-8079-ea11-a325-0050568a2d1a,D0259,45bb43ac-dff6-4469-afc6-97e88878695a
Camolin and Environs - D0405,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-05-28T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1c851587-001d-ef11-a367-0050568a2d1a,D0405,ad021ee8-0eee-4039-b791-cd49141f446e
Collinstown - D0485,Annual Environmental Report,AER 2020,2025-04-22T00:00:00,Closed,2021-05-06T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1cac162e-63ae-eb11-a334-0050568a2d1a,D0485,916f2c1f-5474-438c-8779-a94449df869c
Goresbridge - D0529,Annual Environmental Report,D0529-01_2018_AER,2025-04-22T00:00:00,Closed,2019-04-30T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1cc7394a-536b-e911-a317-0050568a2d1a,D0529,4e6385db-23b7-4753-b931-af69ca0ee0e5
Shanganagh-Bray - D0038,Annual Environmental Report,AER 2019,2025-04-22T00:00:00,Closed,2020-04-08T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1cdf878d-6c79-ea11-a325-0050568a2d1a,D0038,55a0db98-f5e3-4eea-b4b0-1d2fb1cf1469
Moylough - D0403,Annual Environmental Report,AER 2022,2025-04-22T00:00:00,Closed,2023-07-17T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1ced841e-7f24-ee11-a350-0050568a2d1a,D0403,15652eb8-1def-4021-aebc-957002218282
Ballyconnell - D0253,Annual Environmental Report,AER 2022 ,2025-04-22T00:00:00,Closed,2023-05-10T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1cf29363-13ef-ed11-a34f-0050568a2d1a,D0253,1ad50b08-6ff4-4eff-a354-8b7481ea18fc
Caherconlish - D0308,Annual Environmental Report,AER 2021,2025-04-22T00:00:00,Closed,2022-04-21T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1d046d4a-50c1-ec11-a341-0050568a2d1a,D0308,7020a0aa-ff49-4fd5-82aa-5b20a8ab3ae3
Clones and Environs - D0206,Annual Environmental Report,AER 2019,2025-04-22T00:00:00,Closed,2020-05-05T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1d4edcd0-b08e-ea11-a325-0050568a2d1a,D0206,57cddeaa-731e-4181-bbba-8c562cd7677b
Kilkishen - D0420,Annual Environmental Report,AER 2021,2025-04-22T00:00:00,Closed,2022-04-27T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1dcbcda0-08c6-ec11-a341-0050568a2d1a,D0420,f92bc242-d585-44bd-8c9e-78fd857966c6
Ballyvaughan Wastewater Treatment Plant - D0327,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-06-05T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1dddb273-2423-ef11-a367-0050568a2d1a,D0327,daeffb89-5832-4c80-bed5-61897242443f
Schull - D0295,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-06-06T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1ddf4b57-1224-ef11-a368-0050568a2d1a,D0295,eab849bd-b5d6-4fc3-8965-1e4cca493bbf
Baile Na nGall - D0358,Annual Environmental Report,AER 2023,2025-04-22T00:00:00,Closed,2024-05-28T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1decc9e3-fc1c-ef11-a367-0050568a2d1a,D0358,794485f0-6190-4858-aacd-1001f377f294
Ballynacarrigy - D0482,Annual Environmental Report,AER 2019,2025-04-22T00:00:00,Closed,2020-04-08T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1e150ac6-9b79-ea11-a325-0050568a2d1a,D0482,35d5fd54-fa5c-4e32-9ce4-3ae56b7334d7
Rochfortbridge - D0101,Annual Environmental Report,AER 2021,2025-04-22T00:00:00,Closed,2022-04-26T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1e20b1fd-64c5-ec11-a341-0050568a2d1a,D0101,00fa673b-9783-429f-b5f7-5be382156e67
Cobh - D0054,Annual Environmental Report,AER 2022,2025-04-22T00:00:00,Closed,2023-07-25T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1e4ded25-f72a-ee11-a350-0050568a2d1a,D0054,014215b1-5978-4a84-a053-a51f5a6967b3
Shanganagh-Bray - D0038,Annual Environmental Report,AER 2021,2025-04-22T00:00:00,Closed,2022-05-27T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1e60a539-a9dd-ec11-a344-0050568a2d1a,D0038,55a0db98-f5e3-4eea-b4b0-1d2fb1cf1469
Lisdoonvarna - D0077,Annual Environmental Report,AER 2021,2025-04-22T00:00:00,Closed,2022-04-27T00:00:00,https://data.epa.ie/leap/api/v1/LicenseeReturns/byid?lr_id=1e7fde87-07c6-ec11-a341-0050568a2d1a,D0077,2c557102-fa1b-4054-945c-c0d481b679b4
