Item Date,Submitter,Item,Item URL,Submitter URL,Main Page URL,S3 URL
2024-11-15T21:32:26.000Z,P0452-01 -- Adhesives Research Ireland Limited,Snapshot-INCI028713.pdf,https://leap.epa.ie/docs/051403bb-5297-45b1-945d-1d6707b49b07.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0452-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/051403bb-5297-45b1-945d-1d6707b49b07.pdf
2024-11-15T21:31:36.000Z,P0019-02 -- Amgen Technology (Ireland) Unlimited Company,Hydrogeological Update Report.pdf,https://leap.epa.ie/docs/1a687c7f-eca6-4810-a9df-c863f5a37c6b.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0019-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/1a687c7f-eca6-4810-a9df-c863f5a37c6b.pdf
2024-11-15T21:33:06.000Z,P0040-03 -- Anglo Beef Processors Ireland Unlimited Company,TO downtime Q3 2024.pdf,https://leap.epa.ie/docs/ba626d82-3d93-4fd1-b8e1-f8de57ab8c9e.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0040-03.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/ba626d82-3d93-4fd1-b8e1-f8de57ab8c9e.pdf
2024-11-15T21:33:03.000Z,P0205-02 -- Anglo Beef Processors Ireland Unlimited Company,AG5 071024.pdf,https://leap.epa.ie/docs/f6281e0c-673c-4bbc-9c4f-0e8e0c12cbd2.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0205-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/f6281e0c-673c-4bbc-9c4f-0e8e0c12cbd2.pdf
2024-11-15T21:31:57.000Z,P1035-01 -- Aurivo Consumer Foods Limited,CI002168- Response 161024.pdf,https://leap.epa.ie/docs/ade596ed-bd22-48fd-9a27-e7809739cc83.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1035-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/ade596ed-bd22-48fd-9a27-e7809739cc83.pdf
2024-11-15T21:31:40.000Z,P1035-01 -- Aurivo Consumer Foods Limited,CI002168- Response 161024.pdf,https://leap.epa.ie/docs/c0d4f505-0bba-4759-99b4-e6d5f4e34950.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1035-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/c0d4f505-0bba-4759-99b4-e6d5f4e34950.pdf
2024-11-15T21:31:51.000Z,P1035-01 -- Aurivo Consumer Foods Limited,CI002168- Response 161024.pdf,https://leap.epa.ie/docs/e6fb5f4a-b9ca-4a09-ad8e-542bf6b0c286.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1035-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/e6fb5f4a-b9ca-4a09-ad8e-542bf6b0c286.pdf
2024-11-15T21:32:16.000Z,P0802-03 -- Aurivo Dairy Ingredients Limited,Snapshot-INCI028710.pdf,https://leap.epa.ie/docs/0c68cc02-4d39-4b8c-8616-73d1bb686ad9.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0802-03.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/0c68cc02-4d39-4b8c-8616-73d1bb686ad9.pdf
2024-11-15T21:32:37.000Z,W0201-03 -- Bord na Mona Public Limited Company,BNM Drehid Waste Facility_QValue Report_Sept2024.pdf,https://leap.epa.ie/docs/dbed2d82-6f11-49f2-b5eb-f00f23d2f55b.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0201-03.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=B*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/dbed2d82-6f11-49f2-b5eb-f00f23d2f55b.pdf
2024-11-15T21:32:33.000Z,W0201-03 -- Bord na Mona Public Limited Company,151024 Drehid Landfill Round 4 24 Ver 1..pdf,https://leap.epa.ie/docs/f8f25e5c-920b-4fe6-a4d0-5c20ab3d8fc0.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0201-03.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=B*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/f8f25e5c-920b-4fe6-a4d0-5c20ab3d8fc0.pdf
2024-11-15T21:32:46.000Z,"P0283-02 -- Brewery, Chemical and Dairy Engineering Limited",7th October 2024 Report 298280 1.pdf,https://leap.epa.ie/docs/40788478-756e-45d3-88c5-5d6be7a40535.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0283-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=B*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/40788478-756e-45d3-88c5-5d6be7a40535.pdf
2024-11-15T21:32:43.000Z,"P0283-02 -- Brewery, Chemical and Dairy Engineering Limited",30th Sept 2024 Report 297732 2.pdf,https://leap.epa.ie/docs/943b6348-5e65-4d0f-98de-b89f9b83f82e.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0283-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=B*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/943b6348-5e65-4d0f-98de-b89f9b83f82e.pdf
