licence_profile_name,document_type,title,document_date,compliance_status,compliance_date,document_url,profilenumber,licenceprofileid
Starrus Eco Holdings Limited (Littleton) - W0249,Non Compliance,,2025-05-08T00:00:00+00:00,Issued,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=7c35cfb1-631f-f011-a373-0050568a2d1a,W0249,8b7b6c5f-c23c-4cac-8858-a7d04cc12567
Martin Jennings Wholesale Limited - P0859,Non Compliance,,2025-05-08T00:00:00+00:00,Issued,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=9c243bdf-e82b-f011-a373-0050568a2d1a,P0859,cba3ed15-6a33-4155-a739-fe7e3521a3dd
Derryclure Landfill - W0029,Non Compliance,,2025-05-08T00:00:00+00:00,Issued,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=a890c8dc-ff2b-f011-a373-0050568a2d1a,W0029,a3148361-f26a-4d49-b615-f37a0a243e7b
Martin Jennings Wholesale Limited - P0859,Non Compliance,,2025-05-08T00:00:00+00:00,Issued,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=b549124c-4f2b-f011-a373-0050568a2d1a,P0859,cba3ed15-6a33-4155-a739-fe7e3521a3dd
Martin Jennings Wholesale Limited - P0859,Non Compliance,,2025-05-08T00:00:00+00:00,Issued,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=cd0cbc37-4e2b-f011-a373-0050568a2d1a,P0859,cba3ed15-6a33-4155-a739-fe7e3521a3dd
Ballon Meats Limited - P0846,Non Compliance,,2025-05-08T00:00:00+00:00,Issued,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=e2c93167-fd2b-f011-a373-0050568a2d1a,P0846,741d5f32-931c-4853-a6c6-9b60412e7b3e
Derryclure Landfill - W0029,Non Compliance,,2025-05-08T00:00:00+00:00,Issued,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=e53a5e5d-002c-f011-a373-0050568a2d1a,W0029,a3148361-f26a-4d49-b615-f37a0a243e7b
Martin Jennings Wholesale Limited - P0859,Non Compliance,,2025-05-08T00:00:00+00:00,Issued,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=e93d2abe-e92b-f011-a373-0050568a2d1a,P0859,cba3ed15-6a33-4155-a739-fe7e3521a3dd
Dawn Meats Ireland Unlimited Company - P0048,Non Compliance,,2025-05-08T00:00:00+00:00,Issued,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=eeb180ba-e72b-f011-a373-0050568a2d1a,P0048,0ddcfd00-3387-4faa-8f6a-903832a66c66
Derryclure Landfill - W0029,Non Compliance,,2025-05-08T00:00:00+00:00,Issued,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=f5f229b9-fe2b-f011-a373-0050568a2d1a,W0029,a3148361-f26a-4d49-b615-f37a0a243e7b
Martin Jennings Wholesale Limited - P0859,Non Compliance,,2025-05-08T00:00:00+00:00,Issued,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=f837d9d8-4e2b-f011-a373-0050568a2d1a,P0859,cba3ed15-6a33-4155-a739-fe7e3521a3dd
Pfizer Ireland Pharmaceuticals Unlimited Company (Grange Castle) - P0652,Non Compliance,,2025-05-08T00:00:00+00:00,Issued,2025-05-08T00:00:00,https://data.epa.ie/leap/api/v1/NonCompliance/byid?nc_id=faa25cb6-f221-f011-a373-0050568a2d1a,P0652,52836abc-c980-4735-818e-6ee1bcfd6152
Upper Liffey Valley Sewerage Scheme - D0002,Site Visit,,2025-05-08T00:00:00+00:00,Closed,2025-04-25T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=1a8795a7-5c1f-f011-a373-0050568a2d1a,D0002,b437566f-0bb3-482c-b719-ff577e1d9d75
ADSIL Cruiserath - P1182,Site Visit,,2025-05-08T00:00:00+00:00,Closed,2025-04-15T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=3a41ce39-9a1a-f011-a373-0050568a2d1a,P1182,c9dcc7e6-5ea1-42c0-957c-dca92867b985
SSE Generation Ireland Limited (Tarbert) - P0607,Site Visit,,2025-05-08T00:00:00+00:00,Closed,2025-04-07T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=4bd23bb7-a0f2-ef11-a373-0050568a2d1a,P0607,e9a6535c-db1a-457f-894c-d91dc04b6ba8
Derryclure Landfill - W0029,Site Visit,,2025-05-08T00:00:00+00:00,Closed,2025-04-08T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=4da961e9-79d9-ef11-a36f-0050568a2d1a,W0029,a3148361-f26a-4d49-b615-f37a0a243e7b
Dawn Meats Ireland Unlimited Company - P0048,Site Visit,,2025-05-08T00:00:00+00:00,Closed,2025-04-23T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=54e0703b-6ee8-ef11-a372-0050568a2d1a,P0048,0ddcfd00-3387-4faa-8f6a-903832a66c66
Starrus Eco Holdings Limited (Littleton) - W0249,Site Visit,,2025-05-08T00:00:00+00:00,Closed,2025-04-08T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=5b733aca-6f1b-f011-a373-0050568a2d1a,W0249,8b7b6c5f-c23c-4cac-8858-a7d04cc12567
Pfizer Ireland Pharmaceuticals Unlimited Company (Grange Castle) - P0652,Site Visit,,2025-05-08T00:00:00+00:00,Closed,2025-04-09T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=8fa5a89b-0819-f011-a373-0050568a2d1a,P0652,52836abc-c980-4735-818e-6ee1bcfd6152
Loredo Limited - P0281,Site Visit,,2025-05-08T00:00:00+00:00,Closed,2025-02-24T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=9b937391-92d2-ef11-a325-0050568a66b2,P0281,8e65290a-e706-4f4c-947a-e0180578be2e
Unilin Insulation Ireland Limited - P0666,Site Visit,,2025-05-08T00:00:00+00:00,Closed,2025-05-01T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=aa80da74-652a-f011-a373-0050568a2d1a,P0666,9df9980d-192a-44c7-b128-4c35e5059966
SSE Tarbert TEG - P1201,Site Visit,,2025-05-08T00:00:00+00:00,Closed,2025-04-07T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=b42a5482-5d11-f011-a373-0050568a2d1a,P1201,cc824d89-86bf-4da4-aea4-d8953764ea58
Martin Jennings Wholesale Limited - P0859,Site Visit,,2025-05-08T00:00:00+00:00,Closed,2025-04-15T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=d5798a31-a6d1-ef11-a325-0050568a66b2,P0859,cba3ed15-6a33-4155-a739-fe7e3521a3dd
Brosna Paints Limited - P0845,Site Visit,,2025-05-08T00:00:00+00:00,Closed,2025-03-11T00:00:00,https://data.epa.ie/leap/api/v1/SiteVisit/byid?sv_id=e1079819-a6d1-ef11-a325-0050568a66b2,P0845,626d5a94-97d6-4a13-8244-5e2d8c582be4
