Item Date,Submitter,Item,Item URL,Submitter URL,Main Page URL
2023-01-11T10:10:21.000Z,P1161-01 -- Annaglough Farm Limited,Letter from Applicant - LetEPA11012023 1,https://epawebapp.epa.ie/licences/lic_eDMS/090151b28085db76.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1161-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse
2023-01-11T10:30:52.000Z,P0975-02 -- ,Letter from Applicant - LetEPA11012023 2,https://epawebapp.epa.ie/licences/lic_eDMS/090151b28085db91.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0975-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=C*&Submit=Browse
2023-01-11T09:10:47.000Z,W0232-02 -- Dublin Waste to Energy Limited,Notification to Applicant Compliance Notice EIA - LACT00012468,https://epawebapp.epa.ie/licences/lic_eDMS/090151b28085db36.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0232-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=D*&Submit=Browse
2023-01-11T17:31:07.000Z,P1142-01 -- Laragh House Farms Limited,Letter from Applicant - NIS NOV 22,https://epawebapp.epa.ie/licences/lic_eDMS/090151b28085dcc8.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1142-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=L*&Submit=Browse
2023-01-11T13:10:24.000Z,P0703-02 -- Lohermore Farms Limited,Final Determination,https://epawebapp.epa.ie/licences/lic_eDMS/090151b28085dc01.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0703-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=L*&Submit=Browse
2023-01-11T21:10:51.000Z,P0703-02 -- Lohermore Farms Limited,P0703-02 email to LA,https://epawebapp.epa.ie/licences/lic_eDMS/090151b28085dd63.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0703-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=L*&Submit=Browse
2023-01-11T21:10:51.000Z,P0703-02 -- Lohermore Farms Limited,P0703-02 Programme Officer Recommendation re. Transfer,https://epawebapp.epa.ie/licences/lic_eDMS/090151b28085dd64.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0703-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=L*&Submit=Browse
2023-01-11T10:10:20.000Z,P1148-01 -- M.A.G. World Limited,Letter from Applicant - LetEPA11012023,https://epawebapp.epa.ie/licences/lic_eDMS/090151b28085db75.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1148-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=M*&Submit=Browse
2023-01-11T12:50:56.000Z,P1060-02 -- Mallinckrodt Pharmaceuticals Ireland Limited,Letter from Third Party - UisceEireann s99e Response,https://epawebapp.epa.ie/licences/lic_eDMS/090151b28085dbe5.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1060-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=M*&Submit=Browse
2023-01-11T21:10:51.000Z,P0866-01 -- Mr Leslie Rowntree (Poultry Farm),Final Determination,https://epawebapp.epa.ie/licences/lic_eDMS/090151b28085dd65.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0866-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=M*&Submit=Browse
2023-01-11T21:10:51.000Z,P0866-01 -- Mr Leslie Rowntree (Poultry Farm),Director Decision � Licence Surrendered,https://epawebapp.epa.ie/licences/lic_eDMS/090151b28085dd66.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0866-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=M*&Submit=Browse
2023-01-11T14:30:59.000Z,P0020-03 -- Oled Material Manufacturing Limited,Specified Body Notification - FD Issued - Licence Granted 241,https://epawebapp.epa.ie/licences/lic_eDMS/090151b28085dc30.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0020-03.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=O*&Submit=Browse
2023-01-11T14:31:00.000Z,P0020-03 -- Oled Material Manufacturing Limited,Final Determination,https://epawebapp.epa.ie/licences/lic_eDMS/090151b28085dc31.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0020-03.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=O*&Submit=Browse
2023-01-11T14:31:00.000Z,P0020-03 -- Oled Material Manufacturing Limited,Notification to Applicant re Final Determination,https://epawebapp.epa.ie/licences/lic_eDMS/090151b28085dc32.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0020-03.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=O*&Submit=Browse
