Item Date,Submitter,Item,Item URL,Submitter URL,Main Page URL
2023-02-22T12:30:43.000Z,P1184-01 -- Amazon Data Services Ireland Limited,Notification to Applicant Compliance Notice EIA - LACT00012881,https://epawebapp.epa.ie/licences/lic_eDMS/090151b28086666f.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1184-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse
2023-02-22T09:30:34.000Z,P1188-01 -- Aurivo Co-operative Society Limited,Letter from Applicant - RFI 21 December 22 P1188-01 Version 1 App,https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808665d8.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1188-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse
2023-02-22T10:31:07.000Z,P1188-01 -- Aurivo Co-operative Society Limited,Unsolicited Additional Information - Aurivo Emergency Response Procedure,https://epawebapp.epa.ie/licences/lic_eDMS/090151b28086660c.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1188-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse
2023-02-22T10:31:08.000Z,P1188-01 -- Aurivo Co-operative Society Limited,Unsolicited Additional Information - Aurivo Environmental Policy,https://epawebapp.epa.ie/licences/lic_eDMS/090151b28086660d.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1188-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse
2023-02-22T21:10:39.000Z,P0168-02 -- Kepak Athleague,SV26879 - Licensee Report,https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808667e2.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0168-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=K*&Submit=Browse
2023-02-22T11:23:57.000Z,P1191-01 -- Microsoft Ireland Operations Limited,Application Form - EIS - Planning - Attachment 6-3-8 EIS Planning July 2013(1),https://epawebapp.epa.ie/licences/lic_eDMS/090151b280864ff8.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1191-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=M*&Submit=Browse
2023-02-22T21:10:38.000Z,P1191-01 -- Microsoft Ireland Operations Limited,Application Form - Attachment - Attachment 6-3-8 EIS Planning July 2013(1),https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808667df.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1191-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=M*&Submit=Browse
2023-02-22T15:10:50.000Z,W0287-02 -- Ormonde Organics Limited,Notification to Applicant - Proposed Determination,https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808666de.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0287-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=O*&Submit=Browse
2023-02-22T15:10:51.000Z,W0287-02 -- Ormonde Organics Limited,PD Issued � Notification - Specified Bodies - W0287-02,https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808666df.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0287-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=O*&Submit=Browse
2023-02-22T15:10:51.000Z,W0287-02 -- Ormonde Organics Limited,PD Issued � Notification - Submitters - W0287-02,https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808666e0.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0287-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=O*&Submit=Browse
2023-02-22T15:30:52.000Z,W0287-02 -- Ormonde Organics Limited,Notification to Planning Authority - Register,https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808666f4.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0287-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=O*&Submit=Browse
2023-02-22T15:30:53.000Z,W0287-02 -- Ormonde Organics Limited,Notification to Planning Authority - Register,https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808666f5.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0287-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=O*&Submit=Browse
2023-02-22T15:30:53.000Z,W0287-02 -- Ormonde Organics Limited,Notification to Planning Authority - Register,https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808666f6.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0287-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=O*&Submit=Browse
2023-02-22T15:30:53.000Z,W0287-02 -- Ormonde Organics Limited,Proposed Determination - Director Decision,https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808666f7.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0287-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=O*&Submit=Browse
2023-02-22T21:10:40.000Z,W0287-02 -- Ormonde Organics Limited,IR-LA007262,https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808667e3.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0287-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=O*&Submit=Browse
2023-02-22T21:10:40.000Z,W0287-02 -- Ormonde Organics Limited,RD-LA007262 converted,https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808667e4.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0287-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=O*&Submit=Browse
2023-02-22T21:10:40.000Z,W0287-02 -- Ormonde Organics Limited,PD-LA007262,https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808667e5.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0287-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=O*&Submit=Browse
