Item Date,Submitter,Item,Item URL,Submitter URL,Main Page URL,S3 URL
2024-06-01T21:31:59.000Z,P0110-03 -- Arran Chemical Company Limited,EPA898 Bypass Qtr 1 2024.pdf,https://leap.epa.ie/docs/7f3eb31e-c9f3-44a7-9445-32638c44f79d.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0110-03.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/7f3eb31e-c9f3-44a7-9445-32638c44f79d.pdf
2024-06-01T21:31:37.000Z,P0802-03 -- Aurivo Dairy Ingredients Limited,SV29658 - Licensee Report.pdf,https://leap.epa.ie/docs/a7f04d4c-d551-4a99-9992-cf60528bc16d.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0802-03.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/a7f04d4c-d551-4a99-9992-cf60528bc16d.pdf
2024-06-01T21:32:05.000Z,W0165-02 -- Ballynagran Landfill Limited,SV30026 - Licensee Report.pdf,https://leap.epa.ie/docs/91ec1ee6-91db-4312-8c2e-c7958f855ba7.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0165-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=B*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/91ec1ee6-91db-4312-8c2e-c7958f855ba7.pdf
2024-06-01T21:32:00.000Z,W0165-02 -- Ballynagran Landfill Limited,SV30024 - Licensee Report.pdf,https://leap.epa.ie/docs/e5294e72-8693-4103-ad41-4fd698b0679e.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0165-02.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=B*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/e5294e72-8693-4103-ad41-4fd698b0679e.pdf
2024-06-01T21:32:16.000Z,P1112-01 -- Bausch + Lomb Ireland Limited,EMT08856 Bausch and Lomb - A1-5 Boiler 5 Report.pdf,https://leap.epa.ie/docs/8edc0db5-1343-49a1-8d26-7b8c9d033793.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1112-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=B*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/8edc0db5-1343-49a1-8d26-7b8c9d033793.pdf
2024-06-01T21:32:15.000Z,P0500-01 -- Bord na Mona Energy Limited,Snapshot-INCI027696.pdf,https://leap.epa.ie/docs/33bf9e47-f6ee-41be-abdf-b2fa345466c8.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P0500-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=B*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/33bf9e47-f6ee-41be-abdf-b2fa345466c8.pdf
2024-06-01T21:31:46.000Z,W0037-01 -- Clare County Council,Snapshot-INCI027693.pdf,https://leap.epa.ie/docs/1815a588-d6e6-4a93-947f-a2ab11e2f926.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0037-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=C*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/1815a588-d6e6-4a93-947f-a2ab11e2f926.pdf
2024-06-01T21:31:47.000Z,W0037-01 -- Clare County Council,Leachate Flow Graph INCI027693.pdf,https://leap.epa.ie/docs/2f07d69a-4de8-462a-b4a4-f9069d17b1e7.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0037-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=C*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/2f07d69a-4de8-462a-b4a4-f9069d17b1e7.pdf
2024-06-01T21:31:41.000Z,W0037-01 -- Clare County Council,Snapshot-INCI027692.pdf,https://leap.epa.ie/docs/10a5b688-246b-416c-a64d-4d9606e892d4.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0037-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=C*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/10a5b688-246b-416c-a64d-4d9606e892d4.pdf
2024-06-01T21:31:44.000Z,W0037-01 -- Clare County Council,284484 April .pdf,https://leap.epa.ie/docs/31bb5fad-21a0-47df-bd29-0453afff1cdd.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/W0037-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=C*&Submit=Browse,https://epa-rss.s3.eu-west-1.amazonaws.com/uploads/31bb5fad-21a0-47df-bd29-0453afff1cdd.pdf
