Item Date,Submitter,Item,Item URL,Submitter URL,Main Page URL
2023-04-17T22:10:49.000Z,P1170-01 -- Amazon Data Services Ireland Limited,Submission No S011081 - A Deegan,https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808704b7.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1170-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse
2023-04-17T22:10:50.000Z,P1170-01 -- Amazon Data Services Ireland Limited,S011081 Submission Notice,https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808704b8.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1170-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse
2023-04-17T22:30:49.000Z,P1171-01 -- Amazon Data Services Ireland Limited,"Submission No. S011082 - Angela Deegan, NHNA",https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808704ca.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1171-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse
2023-04-17T22:30:50.000Z,P1171-01 -- Amazon Data Services Ireland Limited,S011082 Submission Notice,https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808704cf.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1171-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse
2023-04-17T22:30:50.000Z,P1172-01 -- Amazon Data Services Ireland Limited,Submission - Snapshot - Submission No S011083  - P1172-01 - Angela Deegan,https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808704cb.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1172-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse
2023-04-17T22:30:50.000Z,P1172-01 -- Amazon Data Services Ireland Limited,S011083 Submission Notice,https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808704d0.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1172-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse
2023-04-17T22:30:50.000Z,P1173-01 -- Amazon Data Services Ireland Limited,Submission No S011084 - A Deegan,https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808704cc.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1173-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse
2023-04-17T22:30:50.000Z,P1173-01 -- Amazon Data Services Ireland Limited,S011084 Submission Notice,https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808704d1.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1173-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse
2023-04-17T22:30:50.000Z,P1177-01 -- Amazon Data Services Ireland Limited,"Submission No. S011085 - Angela Deegan, NHNA",https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808704cd.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1177-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse
2023-04-17T22:30:51.000Z,P1177-01 -- Amazon Data Services Ireland Limited,S011085 Submission Notice,https://epawebapp.epa.ie/licences/lic_eDMS/090151b2808704d2.pdf,https://epawebapp.epa.ie/licences/lic_eDMS/rss/P1177-01.xml,https://epawebapp.epa.ie/terminalfour/ippc/ippc-search.jsp?name=A*&Submit=Browse
